Active Internet connections (servers and established)
Proto Recv-Q Send-Q Local Address           Foreign Address         State      
tcp        0      0 Louie-Linux:33908       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35098       lax31s11-in-f1.1e:https ESTABLISHED
tcp        0      0 Louie-Linux:33886       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33896       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:48408       229.26.211.130.bc:https ESTABLISHED
tcp        0      0 Louie-Linux:35100       lax31s11-in-f1.1e:https ESTABLISHED
tcp        0      0 Louie-Linux:57360       ec2-34-210-121-31:https ESTABLISHED
tcp        0      0 Louie-Linux:33912       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35092       lax31s11-in-f1.1e:https ESTABLISHED
tcp        0      0 Louie-Linux:58958       104.244.42.65:https     ESTABLISHED
tcp        0      0 Louie-Linux:46336       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:37004       lax31s12-in-f14.1:https ESTABLISHED
tcp        0      0 Louie-Linux:43440       a23-1-106-237.dep:https TIME_WAIT  
tcp        0      0 Louie-Linux:35102       lax31s11-in-f1.1e:https ESTABLISHED
tcp        0      0 Louie-Linux:35096       lax31s11-in-f1.1e:https ESTABLISHED
tcp        0      0 Louie-Linux:46910       142.250.101.188:5228    ESTABLISHED
tcp        0      0 Louie-Linux:35094       lax31s11-in-f1.1e:https ESTABLISHED
tcp        0      0 Louie-Linux:50068       lax28s01-in-f170.:https ESTABLISHED
tcp        0      0 Louie-Linux:50912       104.244.43.131:https    ESTABLISHED
tcp        0      0 Louie-Linux:33932       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35646       151.101.65.21:https     ESTABLISHED
tcp        0      0 Louie-Linux:33908       162.159.130.234:https   ESTABLISHED
tcp        0      0 Louie-Linux:54786       152.199.24.185:https    ESTABLISHED
tcp        0      0 Louie-Linux:33936       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33924       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:50862       25.224.186.35.bc.:https TIME_WAIT  
tcp        0      0 Louie-Linux:33902       ec2-54-82-161-19.:https ESTABLISHED
tcp6       0      0 ip6-localhost:ipp       [::]:*                  LISTEN     
tcp6       0      0 [::]:http               [::]:*                  LISTEN     
Active Internet connections (servers and established)
Proto Recv-Q Send-Q Local Address           Foreign Address         State      
tcp        0      0 localhost:domain        0.0.0.0:*               LISTEN     
tcp        0      0 localhost:ipp           0.0.0.0:*               LISTEN     
tcp        0      0 localhost:6463          0.0.0.0:*               LISTEN     
tcp        0      0 Louie-Linux:46312       edge-star-shv-01-:https ESTABLISHED
tcp        0      0 Louie-Linux:46326       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:53068       lax28s15-in-f16.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:33898       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:34182       lax31s12-in-f10.1:https ESTABLISHED
tcp        0      0 Louie-Linux:46588       myshopify.com:https     ESTABLISHED
tcp        0      0 Louie-Linux:33906       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33910       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33900       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33070       192.168.0.10:8009       ESTABLISHED
tcp        0      0 Louie-Linux:50436       53.16.211.130.bc.:https ESTABLISHED
tcp        0      0 Louie-Linux:45186       lax17s46-in-f3.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:55606       104.16.86.20:https      ESTABLISHED
tcp        0      0 Louie-Linux:33938       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:58310       lax31s01-in-f14.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:33934       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:51016       xx-fbcdn-shv-01-l:https ESTABLISHED
tcp        0      0 Louie-Linux:33908       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:56258       23.227.38.74:https      ESTABLISHED
tcp        0      0 Louie-Linux:59424       server-13-32-46-2:https ESTABLISHED
tcp        0      0 Louie-Linux:35098       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:33886       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33896       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:59688       xx-fbcdn-shv-02-l:https ESTABLISHED
tcp        0      0 Louie-Linux:53996       a23-1-106-236.dep:https ESTABLISHED
tcp        0      0 Louie-Linux:48408       229.26.211.130.bc:https ESTABLISHED
tcp        0      0 Louie-Linux:35100       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:33912       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35092       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:58958       104.244.42.65:https     ESTABLISHED
tcp        0      0 Louie-Linux:46336       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:57302       52.46.158.51:https      ESTABLISHED
tcp        0      0 Louie-Linux:37004       lax31s12-in-f14.1:https ESTABLISHED
tcp        0      0 Louie-Linux:35102       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:50998       xx-fbcdn-shv-01-l:https ESTABLISHED
tcp        0      0 Louie-Linux:35096       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:46910       142.250.101.188:5228    ESTABLISHED
tcp        0     38 Louie-Linux:55872       ec2-34-230-108-37:https ESTABLISHED
tcp        0      0 Louie-Linux:35094       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:50068       lax28s01-in-f10.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:39532       ec2-44-237-173-75:https ESTABLISHED
tcp        0      0 Louie-Linux:50912       104.244.43.131:https    ESTABLISHED
tcp        0      0 Louie-Linux:49030       199.232.93.16:https     ESTABLISHED
tcp        0      0 Louie-Linux:43510       a23-1-106-237.dep:https ESTABLISHED
tcp        0      0 Louie-Linux:44500       edge-star-mini-sh:https ESTABLISHED
tcp        0      0 Louie-Linux:33932       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35646       151.101.65.21:https     ESTABLISHED
tcp        0      0 Louie-Linux:54878       152.199.24.185:https    ESTABLISHED
tcp        0      0 Louie-Linux:33908       162.159.130.234:https   ESTABLISHED
tcp        0      0 Louie-Linux:33936       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33924       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:60156       104.244.42.133:https    ESTABLISHED
tcp        0      0 Louie-Linux:33902       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:54002       a23-1-106-236.dep:https ESTABLISHED
tcp6       0      0 ip6-localhost:ipp       [::]:*                  LISTEN     
tcp6       0      0 [::]:http               [::]:*                  LISTEN     
Active Internet connections (servers and established)
Proto Recv-Q Send-Q Local Address           Foreign Address         State      
tcp        0      0 localhost:domain        0.0.0.0:*               LISTEN     
tcp        0      0 localhost:ipp           0.0.0.0:*               LISTEN     
tcp        0      0 localhost:6463          0.0.0.0:*               LISTEN     
tcp        0      0 Louie-Linux:46312       edge-star-shv-01-:https ESTABLISHED
tcp        0      0 Louie-Linux:46326       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:53068       lax28s15-in-f16.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:33898       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:34182       lax31s12-in-f10.1:https ESTABLISHED
tcp        0      0 Louie-Linux:46588       myshopify.com:https     ESTABLISHED
tcp        0      0 Louie-Linux:33906       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33910       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33900       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33070       192.168.0.10:8009       ESTABLISHED
tcp        0      0 Louie-Linux:50436       53.16.211.130.bc.:https ESTABLISHED
tcp        0      0 Louie-Linux:45186       lax17s46-in-f3.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:55606       104.16.86.20:https      ESTABLISHED
tcp        0      0 Louie-Linux:33938       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:58310       lax31s01-in-f14.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:33934       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:51016       xx-fbcdn-shv-01-l:https ESTABLISHED
tcp        0      0 Louie-Linux:33908       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:56258       23.227.38.74:https      ESTABLISHED
tcp        0      0 Louie-Linux:59424       server-13-32-46-2:https ESTABLISHED
tcp        0      0 Louie-Linux:35098       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:33886       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33896       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:59688       xx-fbcdn-shv-02-l:https ESTABLISHED
tcp        0      0 Louie-Linux:53996       a23-1-106-236.dep:https CLOSE_WAIT 
tcp        0      0 Louie-Linux:48408       229.26.211.130.bc:https ESTABLISHED
tcp        0      0 Louie-Linux:35100       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:33912       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35092       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:58958       104.244.42.65:https     ESTABLISHED
tcp        0      0 Louie-Linux:46336       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:57302       52.46.158.51:https      ESTABLISHED
tcp        0      0 Louie-Linux:37004       lax31s12-in-f14.1:https ESTABLISHED
tcp        0      0 Louie-Linux:35102       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:50998       xx-fbcdn-shv-01-l:https ESTABLISHED
tcp        0      0 Louie-Linux:35096       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:46910       142.250.101.188:5228    ESTABLISHED
tcp        0      0 Louie-Linux:55872       ec2-34-230-108-37:https ESTABLISHED
tcp        0      0 Louie-Linux:35094       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:50068       lax28s01-in-f10.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:39532       ec2-44-237-173-75:https ESTABLISHED
tcp        0      0 Louie-Linux:50912       104.244.43.131:https    ESTABLISHED
tcp        0      0 Louie-Linux:49030       199.232.93.16:https     ESTABLISHED
tcp        0      0 Louie-Linux:43510       a23-1-106-237.dep:https ESTABLISHED
tcp        0      0 Louie-Linux:44500       edge-star-mini-sh:https ESTABLISHED
tcp        0      0 Louie-Linux:33932       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35646       151.101.65.21:https     ESTABLISHED
tcp        0      0 Louie-Linux:54878       152.199.24.185:https    ESTABLISHED
tcp        0      0 Louie-Linux:33908       162.159.130.234:https   ESTABLISHED
tcp        0      0 Louie-Linux:33936       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33924       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:60156       104.244.42.133:https    ESTABLISHED
tcp        0      0 Louie-Linux:33902       ec2-54-82-161-19.:https ESTABLISHED
tcp       25      0 Louie-Linux:54002       a23-1-106-236.dep:https CLOSE_WAIT 
tcp6       0      0 ip6-localhost:ipp       [::]:*                  LISTEN     
tcp6       0      0 [::]:http               [::]:*                  LISTEN     
Active Internet connections (servers and established)
Proto Recv-Q Send-Q Local Address           Foreign Address         State      
tcp        0      0 localhost:domain        0.0.0.0:*               LISTEN     
tcp        0      0 localhost:ipp           0.0.0.0:*               LISTEN     
tcp        0      0 localhost:6463          0.0.0.0:*               LISTEN     
tcp        0      0 Louie-Linux:46312       edge-star-shv-01-:https ESTABLISHED
tcp        0      0 Louie-Linux:46326       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:53068       lax28s15-in-f16.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:33898       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:34182       lax31s12-in-f10.1:https ESTABLISHED
tcp        0      0 Louie-Linux:46588       myshopify.com:https     ESTABLISHED
tcp        0      0 Louie-Linux:33906       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33910       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33900       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33070       192.168.0.10:8009       ESTABLISHED
tcp        0      0 Louie-Linux:50436       53.16.211.130.bc.:https ESTABLISHED
tcp        0      0 Louie-Linux:45186       lax17s46-in-f3.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:55606       104.16.86.20:https      ESTABLISHED
tcp        0      0 Louie-Linux:33938       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:58310       lax31s01-in-f14.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:33934       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:51016       xx-fbcdn-shv-01-l:https ESTABLISHED
tcp        0      0 Louie-Linux:33908       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:56258       23.227.38.74:https      ESTABLISHED
tcp        0      0 Louie-Linux:59424       server-13-32-46-2:https ESTABLISHED
tcp        0      0 Louie-Linux:35098       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:33886       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33896       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:59688       xx-fbcdn-shv-02-l:https ESTABLISHED
tcp        0      0 Louie-Linux:53996       a23-1-106-236.dep:https CLOSE_WAIT 
tcp        0      0 Louie-Linux:48408       229.26.211.130.bc:https ESTABLISHED
tcp        0      0 Louie-Linux:35100       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:33912       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35092       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:58958       104.244.42.65:https     ESTABLISHED
tcp        0      0 Louie-Linux:46336       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:57302       52.46.158.51:https      ESTABLISHED
tcp        0      0 Louie-Linux:37004       lax31s12-in-f14.1:https ESTABLISHED
tcp        0      0 Louie-Linux:35102       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:50998       xx-fbcdn-shv-01-l:https ESTABLISHED
tcp        0      0 Louie-Linux:35096       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:46910       142.250.101.188:5228    ESTABLISHED
tcp        0    383 Louie-Linux:55872       ec2-34-230-108-37:https ESTABLISHED
tcp        0      0 Louie-Linux:35094       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:50068       lax28s01-in-f10.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:39532       ec2-44-237-173-75:https ESTABLISHED
tcp        0      0 Louie-Linux:50912       104.244.43.131:https    ESTABLISHED
tcp        0      0 Louie-Linux:49030       199.232.93.16:https     ESTABLISHED
tcp        0      0 Louie-Linux:43510       a23-1-106-237.dep:https ESTABLISHED
tcp        0      0 Louie-Linux:44500       edge-star-mini-sh:https ESTABLISHED
tcp        0      0 Louie-Linux:33932       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35646       151.101.65.21:https     ESTABLISHED
tcp        0      0 Louie-Linux:54878       152.199.24.185:https    ESTABLISHED
tcp        0      0 Louie-Linux:33908       162.159.130.234:https   ESTABLISHED
tcp        0      0 Louie-Linux:33936       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33924       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:60156       104.244.42.133:https    ESTABLISHED
tcp        0      0 Louie-Linux:33902       ec2-54-82-161-19.:https ESTABLISHED
tcp       25      0 Louie-Linux:54002       a23-1-106-236.dep:https CLOSE_WAIT 
tcp6       0      0 ip6-localhost:ipp       [::]:*                  LISTEN     
tcp6       0      0 [::]:http               [::]:*                  LISTEN     
Active Internet connections (servers and established)
Proto Recv-Q Send-Q Local Address           Foreign Address         State      
tcp        0      0 localhost:domain        0.0.0.0:*               LISTEN     
tcp        0      0 localhost:ipp           0.0.0.0:*               LISTEN     
tcp        0      0 localhost:6463          0.0.0.0:*               LISTEN     
tcp        0      0 Louie-Linux:46312       edge-star-shv-01-:https ESTABLISHED
tcp        0      0 Louie-Linux:46326       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:53068       lax28s15-in-f16.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:33898       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:34182       lax31s12-in-f10.1:https ESTABLISHED
tcp        0      0 Louie-Linux:46588       myshopify.com:https     ESTABLISHED
tcp        0      0 Louie-Linux:33906       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33910       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33900       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33070       192.168.0.10:8009       ESTABLISHED
tcp        0      0 Louie-Linux:50436       53.16.211.130.bc.:https ESTABLISHED
tcp        0      0 Louie-Linux:45186       lax17s46-in-f3.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:55606       104.16.86.20:https      ESTABLISHED
tcp        0      0 Louie-Linux:33938       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:58310       lax31s01-in-f14.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:33934       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:51016       xx-fbcdn-shv-01-l:https ESTABLISHED
tcp        0      0 Louie-Linux:33908       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:56258       23.227.38.74:https      ESTABLISHED
tcp        0      0 Louie-Linux:59424       server-13-32-46-2:https ESTABLISHED
tcp        0      0 Louie-Linux:35098       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:33886       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33896       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:59688       xx-fbcdn-shv-02-l:https ESTABLISHED
tcp        0      0 Louie-Linux:53996       a23-1-106-236.dep:https CLOSE_WAIT 
tcp        0      0 Louie-Linux:48408       229.26.211.130.bc:https ESTABLISHED
tcp        0      0 Louie-Linux:35100       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:33912       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35092       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:58958       104.244.42.65:https     ESTABLISHED
tcp        0      0 Louie-Linux:46336       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:57302       52.46.158.51:https      ESTABLISHED
tcp        0      0 Louie-Linux:37004       lax31s12-in-f14.1:https ESTABLISHED
tcp        0      0 Louie-Linux:35102       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:50998       xx-fbcdn-shv-01-l:https ESTABLISHED
tcp        0      0 Louie-Linux:35096       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:46910       142.250.101.188:5228    ESTABLISHED
tcp        0      0 Louie-Linux:55872       ec2-34-230-108-37:https ESTABLISHED
tcp        0      0 Louie-Linux:35094       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:50068       lax28s01-in-f10.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:39532       ec2-44-237-173-75:https ESTABLISHED
tcp        0      0 Louie-Linux:50912       104.244.43.131:https    ESTABLISHED
tcp        0      0 Louie-Linux:49030       199.232.93.16:https     ESTABLISHED
tcp        0      0 Louie-Linux:43510       a23-1-106-237.dep:https ESTABLISHED
tcp        0      0 Louie-Linux:44500       edge-star-mini-sh:https ESTABLISHED
tcp        0      0 Louie-Linux:33932       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35646       151.101.65.21:https     ESTABLISHED
tcp        0      0 Louie-Linux:54878       152.199.24.185:https    ESTABLISHED
tcp        0      0 Louie-Linux:33908       162.159.130.234:https   ESTABLISHED
tcp        0      0 Louie-Linux:33936       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33924       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:60156       104.244.42.133:https    ESTABLISHED
tcp        0      0 Louie-Linux:33902       ec2-54-82-161-19.:https ESTABLISHED
tcp       25      0 Louie-Linux:54002       a23-1-106-236.dep:https CLOSE_WAIT 
tcp       25      0 Louie-Linux:54002       a23-1-106-236.dep:https CLOSE_WAIT 
tcp6       0      0 ip6-localhost:ipp       [::]:*                  LISTEN     
tcp6       0      0 [::]:http               [::]:*                  LISTEN     
Active Internet connections (servers and established)
Proto Recv-Q Send-Q Local Address           Foreign Address         State      
tcp        0      0 localhost:domain        0.0.0.0:*               LISTEN     
tcp        0      0 localhost:ipp           0.0.0.0:*               LISTEN     
tcp        0      0 localhost:6463          0.0.0.0:*               LISTEN     
tcp        0      0 Louie-Linux:46312       edge-star-shv-01-:https ESTABLISHED
tcp        0      0 Louie-Linux:46326       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:33898       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:34182       lax31s12-in-f10.1:https ESTABLISHED
tcp        0      0 Louie-Linux:57314       52.46.158.51:https      ESTABLISHED
tcp        0      0 Louie-Linux:46588       myshopify.com:https     ESTABLISHED
tcp        0      0 Louie-Linux:34294       54.30.211.130.bc.:https ESTABLISHED
tcp        0      0 Louie-Linux:33906       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33910       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33900       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33070       192.168.0.10:8009       ESTABLISHED
tcp        0      0 Louie-Linux:39544       ec2-44-237-173-75:https ESTABLISHED
tcp        0      0 Louie-Linux:50436       53.16.211.130.bc.:https ESTABLISHED
tcp        0      0 Louie-Linux:57318       52.46.158.51:https      ESTABLISHED
tcp        0      0 Louie-Linux:57316       52.46.158.51:https      ESTABLISHED
tcp        0      0 Louie-Linux:55606       104.16.86.20:https      ESTABLISHED
tcp        0      0 Louie-Linux:33938       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:58310       lax31s01-in-f14.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:33934       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:51016       xx-fbcdn-shv-01-l:https ESTABLISHED
tcp        0      0 Louie-Linux:33908       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:56258       23.227.38.74:https      ESTABLISHED
tcp        0      0 Louie-Linux:59424       server-13-32-46-2:https ESTABLISHED
tcp        0      0 Louie-Linux:57426       ec2-34-210-121-31:https ESTABLISHED
tcp        0      0 Louie-Linux:35098       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:33886       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33896       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:59688       xx-fbcdn-shv-02-l:https ESTABLISHED
tcp        0      0 Louie-Linux:48408       229.26.211.130.bc:https ESTABLISHED
tcp        0      0 Louie-Linux:35100       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:33912       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35092       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:58958       104.244.42.65:https     ESTABLISHED
tcp        0      0 Louie-Linux:46336       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:57302       52.46.158.51:https      ESTABLISHED
tcp        0      0 Louie-Linux:37004       lax31s12-in-f14.1:https ESTABLISHED
tcp        0      0 Louie-Linux:35102       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:50998       xx-fbcdn-shv-01-l:https ESTABLISHED
tcp        0      0 Louie-Linux:35096       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:46910       142.250.101.188:5228    ESTABLISHED
tcp        0      0 Louie-Linux:55872       ec2-34-230-108-37:https ESTABLISHED
tcp        0      0 Louie-Linux:35094       lax31s11-in-f1.1e:https TIME_WAIT  
tcp        0      0 Louie-Linux:50068       lax28s01-in-f10.1:https TIME_WAIT  
tcp        0      0 Louie-Linux:50912       104.244.43.131:https    ESTABLISHED
tcp        0      0 Louie-Linux:34284       54.30.211.130.bc.:https ESTABLISHED
tcp        0      0 Louie-Linux:49030       199.232.93.16:https     ESTABLISHED
tcp        0      0 Louie-Linux:44500       edge-star-mini-sh:https ESTABLISHED
tcp        0      0 Louie-Linux:33932       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:35646       151.101.65.21:https     ESTABLISHED
tcp       64      0 Louie-Linux:54878       152.199.24.185:https    CLOSE_WAIT 
tcp        0      0 Louie-Linux:33908       162.159.130.234:https   ESTABLISHED
tcp        0      0 Louie-Linux:49040       199.232.93.16:https     ESTABLISHED
tcp        0      0 Louie-Linux:47224       server-13-33-67-1:https ESTABLISHED
tcp        0      0 Louie-Linux:33936       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:33924       ec2-54-82-161-19.:https ESTABLISHED
tcp       78      0 Louie-Linux:60156       104.244.42.133:https    CLOSE_WAIT 
tcp        0      0 Louie-Linux:33902       ec2-54-82-161-19.:https ESTABLISHED
tcp       25      0 Louie-Linux:54002       a23-1-106-236.dep:https CLOSE_WAIT 
tcp6       0      0 ip6-localhost:ipp       [::]:*                  LISTEN     
tcp6       0      0 [::]:http               [::]:*                  LISTEN     
Active Internet connections (servers and established)
Proto Recv-Q Send-Q Local Address           Foreign Address         State      
tcp        0      0 localhost:domain        0.0.0.0:*               LISTEN     
tcp        0      0 localhost:ipp           0.0.0.0:*               LISTEN     
tcp        0      0 localhost:6463          0.0.0.0:*               LISTEN     
tcp        0      0 Louie-Linux:46312       edge-star-shv-01-:https TIME_WAIT  
tcp        0      0 Louie-Linux:46326       104.244.42.2:https      ESTABLISHED
tcp        0      0 Louie-Linux:52400       199.232.94.114:https    ESTABLISHED
tcp        0      0 Louie-Linux:36132       104.19.147.8:https      ESTABLISHED
tcp        0      0 Louie-Linux:33898       ec2-54-82-161-19.:https ESTABLISHED
tcp        0      0 Louie-Linux:41166       6.217.186.35.bc.g:https ESTABLISHED
tcp        0      0 Louie-Linux:34182       lax31s12-in-f10.1:https ESTABLISHED
